#####################################################################################
## Column descriptions:
## GRBname: GRB name.
## Trig_ID: Special ID associated with the trigger. The observation ID of the event data used in this analysis is 00"Trid_ID"000. For GRBs found in ground analysis, the ID are associated with the trigger ID of the failed event data, or the full observation ID of the event data for the analysis.
## Trig_time_met: The BAT trigger time shown in the Swift machine time (MET), in unit of sec.
## Trig_time_UTC: The BAT trigger time shown in UTC.
## RA_ground: RA of the GRB from the BAT refined position, in unite of deg.
## DEC_ground: DEC of the GRB from the BAT refined position, in unit of deg.
## Image_position_err: The uncertainty of the BAT refined position, in unit of arcmin.
## Image_SNR: The signal-to-noise ratio of the detection from the BAT image.
## T90: Burst duration T90, in unit of sec.
## T90_err: The uncertainty of T90.
## T50: Burst duration T90, in unit of sec.
## T50_err: The uncertainty of T50.
## Evt_start_sincetrig: The time when the event data start, relative to the BAT trigger time, in unit of sec.
## Evt_stop_sincetrig: The time when the event data end, relative to the BAT trigger time, in unit of sec.
## pcode: Partial coding fraction of the burst.
## Trigger_method: The triggering method for the burst (rate trigger, image trigger, ground detected, or ground detected during slew).
## XRT_detection: Whether or not there is an XRT detection of the burst.
## comment: Other special comments.
#####################################################################################
#####################################################################################
## GRBname | Trig_ID | Trig_time_met |       Trig_time_UTC        |  RA_ground   |  DEC_ground   | Image_position_err |   Image_SNR  |     T90      |   T90_err    |     T50      |   T50_err    | Evt_start_sincetrig | Evt_stop_sincetrig | pcode  | Trigger_method | XRT_detection | comment
GRB170325A   |  00034941009 | 512121436.760 | 2017-03-25T07:56:57.95 | 1.274830e+02 |  2.052569e+01 |    1.993158e+00    | 1.135686e+01 | 3.319999e-01 | 7.088015e-02 | 1.879999e-01 | 4.326662e-02 |         -16        |         92       | N/A | ground detected during slew | No |    
GRB170318B   |    743086    | 511543691.328 | 2017-03-18T15:27:52.554820 | 2.842923e+02 |  6.316858e+00 |    2.218166e+00    | 9.746329e+00 | 1.072000e+00 | 2.218468e-01 | 5.559999e-01 | 2.976173e-01 |         -239        |         963       | 0.6797 | rate trigger | Yes |    
GRB170318A   |    743065    | 511531935.296 | 2017-03-18T12:11:56.523520 | 3.056629e+02 |  2.840562e+01 |    1.219495e+00    | 2.290890e+01 | 1.169160e+02 | 3.152705e+01 | 3.621600e+01 | 5.374443e+00 |         -239        |         663       | 0.4375 | rate trigger | Yes |    
GRB170317A   |    742866    | 511436777.856 | 2017-03-17T09:45:59.089020 | 9.308714e+01 |  5.050013e+01 |    9.781256e-01    | 3.139355e+01 | 1.195200e+01 | 4.874961e+00 | 4.288000e+00 | 7.297123e-01 |         -240        |         962       | 0.4609 | rate trigger | Yes |    
GRB170311A   |    741965    | 510912541.696 | 2017-03-11T08:08:42.959380 | 2.805410e+02 | -3.003808e+01 |    1.991263e+00    | 1.137082e+01 | 9.000000e+00 | 2.828427e+00 | 3.000000e+00 | 2.828427e+00 |         -481        |         962       | 0.6484 | rate trigger | Yes |    
GRB170307A   |    741528    | 510611080.000 | 2017-03-07T20:24:21.280840 | 1.351412e+01 |  9.535879e+00 |    2.467363e+00    | 8.371157e+00 | 2.992000e+01 | 2.817616e+01 | 1.321600e+01 | 6.534207e+00 |         -60        |         963       | 0.4336 | image trigger | No |    
GRB170306A   |    741220    | 510476791.232 | 2017-03-06T07:06:12.520600 | 2.630917e+02 | -4.475903e+01 |    2.439407e+00    | 8.508543e+00 | 2.100800e+01 | 6.527453e+00 | 9.356000e+00 | 2.708603e+00 |         -239        |         963       | 0.2930 | rate trigger | Yes |    
GRB170208B   |    737463    | 508286037.504 | 2017-02-08T22:33:38.918640 | 1.271452e+02 | -9.027653e+00 |    5.041567e-01    | 8.091420e+01 | 1.281360e+02 | 5.718968e+00 | 7.700000e+00 | 4.820125e-01 |         -240        |         963       | 1.0156 | rate trigger | Yes |    
GRB170208A   |    737438    | 508270294.912 | 2017-02-08T18:11:16.327540 | 1.665437e+02 | -4.678593e+01 |    1.385066e+00    | 1.909931e+01 | 7.448000e+00 | 5.432937e-01 | 4.972000e+00 | 1.078378e+00 |         -240        |         962       | 0.1797 | rate trigger | Yes |    
GRB170206B   |    737125    | 508111064.064 | 2017-02-06T21:57:25.488720 | 2.717828e+02 |  1.117511e+01 |    2.199880e+00    | 9.862271e+00 | 1.336000e+01 | 2.677025e+00 | 7.440000e+00 | 2.972945e+00 |         -239        |         963       | 0.7891 | rate trigger | Yes |    
GRB170205A   |    736843    | 507991168.520 | 2017-02-05T12:39:09.951640 | 2.621579e+02 | -5.774731e-02 |    8.938966e-01    | 3.570327e+01 | 2.612800e+01 | 3.183611e+00 | 1.711600e+01 | 6.218681e-01 |         -61        |         963       | 0.9141 | rate trigger | Yes |    
GRB170203A   |    736432    | 507773039.616 | 2017-02-03T00:03:41.060220 | 3.328593e+02 |  2.518546e+01 |    2.187794e+00    | 9.940196e+00 | 4.590400e+01 | 5.961554e+00 | 1.243600e+01 | 1.292559e+01 |         -240        |         962       | 0.6719 | rate trigger | No |    
GRB170202A   |    736407    | 507752900.928 | 2017-02-02T18:28:02.373380 | 1.525256e+02 |  5.020531e+00 |    1.017016e+00    | 2.969271e+01 | 3.776000e+01 | 1.171811e+01 | 1.494000e+01 | 1.144902e+00 |         -240        |         962       | 0.5078 | rate trigger | Yes |    
GRB170131A   |  736107 | N/A | N/A | N/A |  N/A |    N/A    | N/A | N/A | N/A | N/A | N/A |         N/A        |         N/A       | N/A | ground detected | No | No event data.  
GRB170127B   |    735331    | 507222827.200 | 2017-01-27T15:13:28.675820 | 1.999678e+01 | -3.034043e+01 |    1.932341e+00    | 1.186936e+01 | 5.120000e-01 | 1.448862e-01 | 2.560000e-01 | 8.158436e-02 |         -239        |         963       | 0.7500 | rate trigger | Yes |    
GRB170127A   |    735326    | 507219694.208 | 2017-01-27T14:21:15.684000 | 1.743663e+02 | -4.584498e+01 |    2.260261e+00    | 9.488061e+00 | 6.737600e+01 | 1.203290e+01 | 3.625200e+01 | 1.137123e+01 |         -239        |         963       | 0.9766 | rate trigger | Yes |    
GRB170126A   |    735188    | 507123060.800 | 2017-01-26T11:30:42.281540 | 2.636257e+02 | -6.475212e+01 |    1.500627e+00    | 1.703335e+01 | 9.536000e+00 | 1.580683e+00 | 3.904000e+00 | 8.914168e-01 |         -240        |         362       | 0.0400 | rate trigger | Yes |    
GRB170115A   |    733103    | 506206226.560 | 2017-01-15T20:50:08.094080 | 3.321493e+02 |  1.375569e+01 |    1.954105e+00    | 1.168096e+01 | 3.204400e+01 | 9.169220e+00 | 1.865600e+01 | 6.773400e+00 |         -240        |         423       | 1.0156 | rate trigger | Yes |    
GRB170113A   |    732526    | 505994663.936 | 2017-01-13T10:04:05.482200 | 6.174915e+01 | -7.193612e+01 |    1.320588e+00    | 2.044530e+01 | 2.029600e+01 | 4.332635e+00 | 1.057600e+01 | 8.731094e-01 |         -804        |         2000       | 0.8672 | rate trigger | Yes |    
GRB170112A   |    732188    | 505879338.560 | 2017-01-12T02:02:00.112820 | 1.523214e+01 | -1.723265e+01 |    2.527452e+00    | 8.088296e+00 | 5.599993e-02 | 1.788858e-02 | 2.799994e-02 | 1.442218e-02 |         -240        |         963       | 1.0156 | rate trigger | No |    
GRB170111A   |    731887    | 505787626.624 | 2017-01-11T00:33:28.182060 | 2.069115e+01 | -3.254335e+01 |    1.754248e+00    | 1.362753e+01 | 2.987600e+01 | 9.711170e+00 | 1.048000e+01 | 2.515011e+00 |         -240        |         782       | 0.4492 | rate trigger | Yes |    
GRB170101A   |    729293    | 504930379.344 | 2017-01-01T02:26:00.951240 | 2.670890e+02 |  1.164150e+01 |    1.097992e+00    | 2.661456e+01 | 3.104000e+00 | 8.480000e-01 | 9.760000e-01 | 7.155419e-02 |         -239        |         963       | 0.1465 | rate trigger | No |    
GRB161224A   |    728268    | 504310432.000 | 2016-12-24T22:13:34.642820 | 2.048199e+02 | -1.802899e+01 |    1.834623e+00    | 1.278271e+01 | 4.737600e+01 | 1.158290e+01 | 1.776000e+01 | 5.085106e+00 |         -239        |         963       | 0.4844 | image trigger | Yes |    
GRB161220A   |    727610    | 503915627.584 | 2016-12-20T08:33:30.249440 | 3.508588e+02 | -4.748285e+01 |    1.940255e+00    | 1.180026e+01 | 7.220000e+00 | 1.754254e+00 | 3.536000e+00 | 8.124063e-01 |         -767        |         962       | 1.0000 | rate trigger | Yes |    
GRB161219B   |    727541    | 503866136.640 | 2016-12-19T18:48:39.308260 | 9.171595e+01 | -2.680126e+01 |    8.778381e-01    | 3.663995e+01 | 6.932000e+00 | 7.931809e-01 | 2.452000e+00 | 3.739091e-01 |         -240        |         962       | 0.4922 | rate trigger | Yes |    
GRB161218A   |    727288    | 503725673.472 | 2016-12-18T03:47:36.148280 | 2.452503e+02 | -4.112793e+00 |    6.126977e-01    | 6.124241e+01 | 7.200000e+00 | 5.458938e-01 | 2.980000e+00 | 8.236507e-02 |         -352        |         963       | 0.6094 | rate trigger | Yes |    
GRB161217A   |    727167    | 503630872.000 | 2016-12-17T01:27:34.681680 | 1.506470e+02 |  5.234109e+01 |    2.045221e+00    | 1.094470e+01 | 1.203600e+01 | 2.449433e+00 | 6.588000e+00 | 2.368494e+00 |         -411        |         963       | 1.0156 | image trigger | Yes |    
GRB161214B   |    726885    | 503428827.968 | 2016-12-14T17:20:10.661200 | 3.858056e+00 |  7.347638e+00 |    8.995960e-01    | 3.538056e+01 | 2.489600e+01 | 3.182645e+00 | 8.800000e+00 | 1.155275e+00 |         -240        |         962       | 0.6484 | rate trigger | Yes |    
GRB161202A   |    725036    | 502413189.952 | 2016-12-02T23:12:52.703120 | 3.569044e+02 |  1.965232e+01 |    7.053084e-01    | 5.008638e+01 | 1.184960e+02 | 7.124746e-01 | 7.978000e+01 | 1.560037e+01 |         -240        |         962       | 0.8672 | rate trigger | Yes |    
GRB161129A   |    724438    | 502096317.088 | 2016-11-29T07:11:39.857180 | 3.162171e+02 |  3.213609e+01 |    1.619105e+00    | 1.528108e+01 | 3.554400e+01 | 2.095133e+00 | 1.533200e+01 | 2.171216e+00 |         -239        |         1316       | 0.6953 | rate trigger | Yes |    
GRB161117B   |    722642    | 501069000.896 | 2016-11-17T09:49:43.723760 | 2.988187e+02 | -6.767268e+01 |    1.538885e+00    | 1.643165e+01 | 1.523120e+02 | 3.153553e+00 | 3.473200e+01 | 9.241731e-01 |         -540        |         962       | 0.4375 | rate trigger | Yes |    
GRB161117A   |    722604    | 501039353.856 | 2016-11-17T01:35:36.685460 | 3.220525e+02 | -2.961033e+01 |    5.822401e-01    | 6.586987e+01 | 1.257000e+02 | 1.093376e+00 | 7.454400e+01 | 5.563452e-01 |         -240        |         962       | 1.0156 | rate trigger | Yes |    
GRB161113A   |    722063    | 500751043.904 | 2016-11-13T17:30:26.749800 | 1.797963e+02 | -5.314788e+00 |    1.066159e+00    | 2.775703e+01 | 4.346400e+01 | 5.282643e+00 | 1.677200e+01 | 2.347987e+00 |         -240        |         962       | 1.0156 | rate trigger | Yes |    
GRB161108A   |    721234    | 500268770.304 | 2016-11-08T03:32:33.177140 | 1.807800e+02 |  2.490498e+01 |    1.851868e+00    | 1.261300e+01 | 1.158360e+02 | 1.166004e+01 | 7.948000e+01 | 1.134513e+01 |         -239        |         963       | 0.9531 | rate trigger | Yes |    
GRB161105A   |    720697    | 500014399.488 | 2016-11-05T04:53:02.375560 | 1.201903e+02 | -4.476471e+01 |    1.098786e+00    | 2.658712e+01 | 1.776960e+02 | 2.507348e+01 | 6.282000e+01 | 2.380971e+00 |         -678        |         963       | 0.8594 | rate trigger | Yes |    
GRB161104A   |    720568    | 499945363.984 | 2016-11-04T09:42:26.875480 | 7.790305e+01 | -5.144874e+01 |    1.781478e+00    | 1.333094e+01 | 9.999996e-02 | 1.788853e-02 | 4.399997e-02 | 1.788853e-02 |         -240        |         302       | 0.9922 | rate trigger | Yes |    
GRB161022A   |    718655    | 498797037.184 | 2016-10-22T02:43:40.140580 | 1.289894e+02 |  5.436718e+01 |    2.069534e+00    | 1.076147e+01 | 7.248000e+00 | 1.069490e+00 | 4.160000e+00 | 8.611806e-01 |         -536        |         963       | 0.1445 | rate trigger | Yes |    
GRB161017A   |    718023    | 498419528.192 | 2016-10-17T17:51:51.169980 | 1.427660e+02 |  4.312379e+01 |    9.193287e-01    | 3.430070e+01 | 2.170480e+02 | 6.863246e+00 | 1.260040e+02 | 3.471097e+00 |         -239        |         843       | 1.0156 | rate trigger | Yes |    
GRB161014A   |    717500    | 498141099.712 | 2016-10-14T12:31:22.705760 | 3.326285e+02 |  7.468768e+00 |    1.622735e+00    | 1.523227e+01 | 2.300000e+01 | 4.472136e+00 | 9.000000e+00 | 2.236068e+00 |         -837        |         962       | 0.1348 | rate trigger | Yes |    
GRB161011A   |    716876    | 497858111.104 | 2016-10-11T05:54:54.113800 | 2.456938e+02 |  8.315751e+00 |    2.443366e+00    | 8.488854e+00 | 4.276000e+00 | 1.263095e+00 | 1.896000e+00 | 1.389054e+00 |         -790        |         963       | 0.4375 | rate trigger | Yes |    
GRB161007A   |    716127    | 497568360.000 | 2016-10-07T21:25:43.026220 | 1.034055e+02 |  2.328582e+01 |    1.577472e+00    | 1.586047e+01 | 1.576920e+02 | 4.052403e+01 | 7.348400e+01 | 3.086103e+01 |         -239        |         963       | 0.8750 | image trigger | Yes |    
GRB161004B   |    715246    | 497315296.256 | 2016-10-04T23:07:59.296560 | 1.121558e+02 | -3.989648e+01 |    5.028549e-01    | 8.121361e+01 | 1.572000e+01 | 7.521914e-01 | 6.316000e+00 | 1.376372e-01 |         -239        |         963       | 0.7344 | rate trigger | Yes |    
GRB161004A   |    715084    | 497278725.632 | 2016-10-04T12:58:28.674640 | 2.631329e+02 | -9.339421e-01 |    2.076867e+00    | 1.070723e+01 | 1.320000e+00 | 2.997866e-01 | 6.600000e-01 | 1.870187e-01 |         -240        |         1189       | 0.9219 | rate trigger | Yes |    
GRB161001A   |    714404    | 496976733.628 | 2016-10-01T01:05:16.687760 | 7.192221e+01 | -5.726059e+01 |    9.671451e-01    | 3.190396e+01 | 2.600000e+00 | 3.853518e-01 | 1.248000e+00 | 1.397140e-01 |         -274        |         962       | 0.7891 | rate trigger | Yes |    
GRB160927A   |    713782    | 496692306.816 | 2016-09-27T18:04:49.891880 | 2.562699e+02 |  1.733365e+01 |    1.758595e+00    | 1.357943e+01 | 4.879999e-01 | 1.024499e-01 | 2.359999e-01 | 4.816631e-02 |         -667        |         962       | 0.5078 | rate trigger | Yes |    
GRB160917A   |    712505    | 495804636.224 | 2016-09-17T11:30:19.349940 | 2.956541e+02 |  4.639618e+01 |    1.445553e+00    | 1.796794e+01 | 1.452000e+01 | 1.815709e+00 | 7.852000e+00 | 1.598850e+00 |         -239        |         995       | 0.4375 | rate trigger | Yes |    
GRB160912A   |    711914    | 495389280.000 | 2016-09-12T16:07:43.149340 | 3.016059e+02 |  5.756381e+01 |    2.358211e+00    | 8.930122e+00 | 2.073080e+02 | 1.602694e+01 | 2.243600e+01 | 1.058304e+02 |         -239        |         959       | 0.9609 | image trigger | Yes |    
GRB160905A   |    711084    | 494767155.200 | 2016-09-05T11:18:58.384380 | 1.622491e+02 | -5.080254e+01 |    5.510857e-01    | 7.125336e+01 | 6.400000e+01 | 1.600000e+01 | 1.600000e+01 | 1.600000e+01 |         -239        |         963       | 0.9844 | rate trigger | Yes |    
GRB160827A   |    710050    | 494005622.016 | 2016-08-27T15:46:45.243300 | 1.792785e+02 | -2.917667e+01 |    2.533528e+00    | 8.060602e+00 | 1.404800e+01 | 5.579305e+00 | 6.480000e+00 | 2.896663e+00 |         -239        |         963       | 0.4844 | rate trigger | No |    
GRB160826A   |    709907    | 493884775.040 | 2016-08-26T06:12:38.274100 | 1.831348e+02 | -6.765477e+01 |    2.753040e+00    | 7.158380e+00 | 5.261600e+01 | 1.439250e+01 | 1.495200e+01 | 1.269939e+01 |         -239        |         963       | 1.0156 | rate trigger | Yes |    
GRB160824A   |    709765    | 493773762.112 | 2016-08-24T23:22:25.352360 | 8.008690e+01 |  4.003900e+01 |    1.185390e+00    | 2.385626e+01 | 9.933200e+01 | 7.877792e+00 | 4.167200e+01 | 1.469168e+01 |         -239        |         963       | 0.5547 | rate trigger | Yes |    
GRB160821B   |    709357    | 493511370.048 | 2016-08-21T22:29:13.303140 | 2.800036e+02 |  6.238705e+01 |    1.435002e+00    | 1.815697e+01 | 4.800000e-01 | 7.299317e-02 | 2.760000e-01 | 5.059649e-02 |         -239        |         723       | 0.8594 | rate trigger | Yes |    
GRB160821A   |    709351    | 493504486.912 | 2016-08-21T20:34:30.167540 | 1.712541e+02 |  4.234529e+01 |    7.633777e-01    | 4.473356e+01 | 1.126360e+02 | 1.096700e+00 | 6.787200e+01 | 2.056272e+00 |         -240        |         962       | 0.7969 | rate trigger | No |    
GRB160819A   |  00086022006 | 493331254.400 | 2016-08-19T20:27:30.400 | 1.141389e+02 | -2.234727e+01 |    1.015336e+00    | 2.976682e+01 | 6.720000e+01 | 1.600000e+00 | 3.520000e+01 | 1.600000e+00 |         27        |         106       | N/A | ground detected during slew | No |    
GRB160815A   |    708598    | 492954328.448 | 2016-08-15T11:45:11.734540 | 2.886163e+02 |  8.429845e+01 |    9.697871e-01    | 3.177987e+01 | 8.568000e+00 | 1.834296e+00 | 2.872000e+00 | 2.912044e-01 |         -239        |         963       | 0.4102 | rate trigger | Yes |    
GRB160804A   |    707231    | 491967184.000 | 2016-08-04T01:32:47.341920 | 2.216517e+02 |  1.000176e+01 |    1.257890e+00    | 2.191653e+01 | 1.527440e+02 | 1.920321e+01 | 5.060000e+01 | 2.709429e+00 |         -239        |         963       | 0.2852 | image trigger | Yes |    
GRB160801A   |    706871    | 491736527.168 | 2016-08-01T09:28:30.522860 | 2.127663e+02 |  1.348270e+01 |    1.763897e+00    | 1.352115e+01 | 2.852000e+00 | 4.154275e-01 | 1.316000e+00 | 4.049494e-01 |         -239        |         963       | 0.7344 | rate trigger | Yes |    
GRB160726A   |    706052    | 491189664.288 | 2016-07-26T01:34:07.673500 | 9.880977e+01 | -6.617056e+00 |    1.285670e+00    | 2.124316e+01 | 7.279999e-01 | 4.308133e-02 | 1.799999e-01 | 1.687602e-01 |         -239        |         963       | 0.5859 | rate trigger | No |    
GRB160716A   |    704572    | 490324126.592 | 2016-07-16T01:08:30.026020 | 1.905024e+02 | -6.136451e+01 |    2.035002e+00    | 1.102329e+01 | 6.392000e+00 | 5.750131e-01 | 4.340000e+00 | 1.340324e+00 |         -240        |         902       | 0.7500 | rate trigger | Yes |    
GRB160714A   |    704310    | 490155572.096 | 2016-07-14T02:19:15.539440 | 2.344824e+02 |  6.381128e+01 |    2.718411e+00    | 7.289002e+00 | 3.479999e-01 | 1.126410e-01 | 1.839999e-01 | 1.039999e-01 |         -239        |         963       | 0.3555 | rate trigger | Yes |    
GRB160712A   |    704155    | 490046032.576 | 2016-07-12T19:53:36.025560 | 3.041645e+02 | -2.696461e+01 |    1.311209e+00    | 2.065454e+01 | 4.452800e+01 | 6.373164e+00 | 2.112000e+01 | 2.480826e+00 |         -240        |         963       | 0.2402 | rate trigger | Yes |    
GRB160709A   |    703769    | 489786560.000 | 2016-07-09T19:49:03.464 | 2.359963e+02 | -2.818838e+01 |    2.386009e+00    | 8.783016e+00 | 4.800000e+00 | 1.600000e+00 | 3.200000e+00 | 1.600000e+00 |         -2        |         8       | 0.1953 | ground detected | No |    
GRB160705B   |    703176    | 489445344.000 | 2016-07-05T21:02:07.482980 | 1.681058e+02 |  4.670531e+01 |    2.312175e+00    | 9.185206e+00 | 5.458000e+01 | 1.257402e+01 | 2.815200e+01 | 1.115390e+01 |         -239        |         963       | 0.7422 | image trigger | Yes |    
GRB160703A   |    702699    | 489240621.632 | 2016-07-03T12:10:05.126360 | 2.874137e+02 |  3.691213e+01 |    8.111191e-01    | 4.102017e+01 | 4.500800e+01 | 3.024024e+00 | 2.041600e+01 | 3.917959e-01 |         -802        |         963       | 0.8438 | rate trigger | Yes |    
GRB160630A   |    702252    | 488952266.432 | 2016-06-30T04:04:09.942380 | 1.982379e+02 | -5.602834e+01 |    1.377153e+00    | 1.925628e+01 | 2.955200e+01 | 5.608428e+00 | 1.075200e+01 | 2.282174e+00 |         -239        |         963       | 0.5156 | rate trigger | Yes |    
GRB160625A   |    701503    | 488587247.936 | 2016-06-25T22:40:31.466540 | 1.769390e+02 | -6.514191e+01 |    7.981971e-01    | 4.197213e+01 | 5.392000e+01 | 3.099135e+00 | 3.195200e+01 | 7.921312e-01 |         -240        |         962       | 0.5703 | rate trigger | Yes |    
GRB160624A   |    701288    | 488460437.760 | 2016-06-24T11:27:01.297540 | 3.302145e+02 |  2.966070e+01 |    2.541281e+00    | 8.025491e+00 | 1.920000e-01 | 1.431084e-01 | 1.280000e-01 | 6.400001e-02 |         -240        |         602       | 1.0000 | rate trigger | Yes |    
GRB160623A   |  N/A | N/A | N/A | N/A |  N/A |    N/A    | N/A | N/A | N/A | N/A | N/A |         N/A        |         N/A       | N/A | ground detected during slew | Yes | No event data.  
GRB160612A   |  00031791037 | 487455183.816 | 2016-06-12T20:12:47.409 | 3.483639e+02 | -2.537446e+01 |    1.727555e+00    | 1.393115e+01 | 2.480000e-01 | 4.816639e-02 | 9.199995e-02 | 1.697060e-02 |         -63        |         43       | N/A | ground detected during slew | No |    
GRB160611A   |    690598    | 487374050.816 | 2016-06-11T21:40:34.413540 | 1.644140e+02 | -7.039784e+01 |    1.181713e+00    | 2.396238e+01 | 3.512400e+01 | 6.001600e+00 | 1.077600e+01 | 2.075333e+00 |         -240        |         962       | 0.4531 | rate trigger | Yes |    
GRB160607A   |    689597    | 486990857.216 | 2016-06-07T11:14:00.834700 | 1.366172e+01 | -4.952807e+00 |    4.143450e-01    | 1.070888e+02 | 3.349200e+01 | 4.464437e-01 | 8.492000e+00 | 2.374532e-01 |         -433        |         963       | 0.8438 | rate trigger | Yes |    
GRB160601A   |    688452    | 486484998.776 | 2016-06-01T14:43:02.422720 | 2.349245e+02 |  6.452856e+01 |    1.816023e+00    | 1.297015e+01 | 1.199999e-01 | 2.262742e-02 | 5.599993e-02 | 2.000004e-02 |         -240        |         962       | 0.6641 | rate trigger | Yes |    
GRB160525B   |    687522    | 485861123.968 | 2016-05-25T09:25:07.649260 | 1.494382e+02 |  5.119676e+01 |    2.182473e+00    | 9.974835e+00 | 2.919999e-01 | 4.560698e-02 | 1.120000e-01 | 6.365530e-02 |         -683        |         962       | 0.8125 | rate trigger | Yes |    
