#####################################################################################
## Column descriptions:
## GRBname: GRB name.
## Trig_ID: Special ID associated with the trigger. The observation ID of the event data used in this analysis is 00"Trid_ID"000. For GRBs found in ground analysis, the ID are associated with the trigger ID of the failed event data, or the full observation ID of the event data for the analysis.
## Trig_time_met: The BAT trigger time shown in the Swift machine time (MET), in unit of sec.
## Trig_time_UTC: The BAT trigger time shown in UTC.
## RA_ground: RA of the GRB from the BAT refined position, in unite of deg.
## DEC_ground: DEC of the GRB from the BAT refined position, in unit of deg.
## Image_position_err: The uncertainty of the BAT refined position, in unit of arcmin.
## Image_SNR: The signal-to-noise ratio of the detection from the BAT image.
## T90: Burst duration T90, in unit of sec.
## T90_err: The uncertainty of T90.
## T50: Burst duration T90, in unit of sec.
## T50_err: The uncertainty of T50.
## Evt_start_sincetrig: The time when the event data start, relative to the BAT trigger time, in unit of sec.
## Evt_stop_sincetrig: The time when the event data end, relative to the BAT trigger time, in unit of sec.
## pcode: Partial coding fraction of the burst.
## Trigger_method: The triggering method for the burst (rate trigger, image trigger, ground detected, or ground detected during slew).
## XRT_detection: Whether or not there is an XRT detection of the burst.
## comment: Other special comments.
#####################################################################################
#####################################################################################
## GRBname | Trig_ID | Trig_time_met |       Trig_time_UTC        |  RA_ground   |  DEC_ground   | Image_position_err |   Image_SNR  |     T90      |   T90_err    |     T50      |   T50_err    | Evt_start_sincetrig | Evt_stop_sincetrig | pcode  | Trigger_method | XRT_detection | comment
GRB111018A   |    505801    | 340651592.000 | 2011-10-18T17:26:24.519600 | 2.714816e+02 | -3.880165e+00 |    2.049475e+00    | 1.091226e+01 | 3.270800e+01 | 4.215587e+00 | 2.260400e+01 | 1.401177e+01 |         -239        |         963       | 0.8047 | image trigger | Yes |    
GRB111016A   |    505646    | 340483032.000 | 2011-10-16T18:37:04.526260 | 1.538310e+02 |  2.747219e+01 |    2.143563e+00    | 1.023450e+01 | 5.489960e+02 | 1.073738e+02 | 1.064200e+02 | 1.882951e+01 |         -851        |         963       | 0.6406 | image trigger | Yes |    
GRB111008A   |    505054    | 339804785.728 | 2011-10-08T22:12:58.280940 | 6.043772e+01 | -3.270782e+01 |    1.220952e+00    | 2.286985e+01 | 6.284800e+01 | 2.259477e+00 | 3.000000e+01 | 1.643260e+00 |         -240        |         962       | 0.0967 | rate trigger | Yes |    
GRB111005A   |    504779    | 339494721.664 | 2011-10-05T08:05:14.229140 | 2.233108e+02 | -1.972408e+01 |    2.164696e+00    | 1.009207e+01 | 2.321200e+01 | 5.061030e+00 | 1.028800e+01 | 4.482414e+00 |         -240        |         962       | 0.4258 | rate trigger | No |    
GRB110928A   |    504215    | 338867499.200 | 2011-09-28T01:51:31.789800 | 2.577580e+02 |  3.655498e+01 |    2.193408e+00    | 9.903873e+00 | 2.088000e+01 | 4.534872e+00 | 1.309200e+01 | 6.510499e+00 |         -239        |         963       | 0.3750 | rate trigger | Yes |    
GRB110921A   |    503652    | 338305887.552 | 2011-09-21T13:51:20.163880 | 2.940939e+02 |  3.635758e+01 |    1.560792e+00    | 1.610316e+01 | 3.254800e+01 | 4.442038e+00 | 1.584400e+01 | 6.344053e+00 |         -627        |         962       | 0.1562 | rate trigger | Yes |    
GRB110915A   |    503219    | 337785651.776 | 2011-09-15T13:20:44.408340 | 3.108277e+02 | -7.160672e-01 |    1.237533e+00    | 2.243335e+01 | 7.956800e+01 | 2.982415e+00 | 5.697600e+01 | 8.963303e-01 |         -470        |         962       | 0.2578 | rate trigger | Yes |    
GRB110827A   |    501520    | 336096119.808 | 2011-08-27T00:01:52.506420 | 1.640563e+02 |  5.381247e+01 |    2.140096e+00    | 1.025820e+01 | 8.516000e+00 | 1.100605e+00 | 4.016000e+00 | 2.080681e+00 |         -419        |         962       | 1.0156 | rate trigger | No |    
GRB110820A   |    501095    | 335554715.072 | 2011-08-20T17:38:27.791540 | 3.432186e+02 |  7.030828e+01 |    1.841746e+00    | 1.271214e+01 | 2.646160e+02 | 8.685691e+00 | 2.448440e+02 | 2.017243e+02 |         -239        |         963       | 0.9922 | rate trigger | Yes |    
GRB110818A   |    500914    | 335392676.480 | 2011-08-18T20:37:49.205860 | 3.173749e+02 | -6.398175e+01 |    1.391825e+00    | 1.896696e+01 | 1.028400e+02 | 1.800357e+01 | 3.824000e+01 | 4.924465e+00 |         -239        |         963       | 0.2930 | rate trigger | Yes |    
GRB110808A   |    458918    | 334477141.440 | 2011-08-08T06:18:54.201560 | 5.731611e+01 | -4.418749e+01 |    2.295247e+00    | 9.282133e+00 | 4.070400e+01 | 9.028595e+00 | 2.120000e+01 | 1.337135e+01 |         -471        |         963       | 0.7656 | rate trigger | Yes |    
GRB110801A   |    458521    | 333920990.208 | 2011-08-01T19:49:42.991200 | 8.941624e+01 |  8.095723e+01 |    1.084388e+00    | 2.709284e+01 | 3.852560e+02 | 8.934749e+00 | 3.323400e+02 | 7.412890e+00 |         -239        |         1320       | 0.7812 | rate trigger | Yes |    
GRB110731A   |    458448    | 333803377.664 | 2011-07-31T11:09:30.451760 | 2.805124e+02 | -2.853621e+01 |    5.005841e-01    | 8.174041e+01 | 4.094400e+01 | 1.159240e+01 | 4.880000e+00 | 1.865905e-01 |         -240        |         962       | 0.9844 | rate trigger | Yes |    
GRB110726A   |    458059    | 333336647.744 | 2011-07-26T01:30:40.549800 | 2.867130e+02 |  5.606972e+01 |    1.664269e+00    | 1.469213e+01 | 5.156000e+00 | 1.107307e+00 | 2.056000e+00 | 5.845647e-01 |         -240        |         962       | 1.0156 | rate trigger | Yes |    
GRB110719A   |    457553    | 332748559.040 | 2011-07-19T06:09:11.868540 | 2.457803e+01 |  3.457529e+01 |    1.556765e+00    | 1.616270e+01 | 4.122800e+01 | 9.598508e+00 | 2.251600e+01 | 4.457017e+00 |         -239        |         963       | 0.3086 | rate trigger | Yes |    
GRB110715A   |    457330    | 332428438.144 | 2011-07-15T13:13:50.984920 | 2.376658e+02 | -4.623759e+01 |    4.502687e-01    | 9.509522e+01 | 1.300000e+01 | 4.000000e+00 | 2.000000e+00 | 1.000000e+00 |         -239        |         963       | 0.6953 | rate trigger | Yes |    
GRB110709B   |    456967    | 331939966.976 | 2011-07-09T21:32:39.835840 | 1.646683e+02 | -2.346989e+01 |    1.059269e+00    | 2.801531e+01 | 8.104720e+02 | 1.041164e+01 | 6.293920e+02 | 2.309040e+00 |         -240        |         1548       | 0.5781 | rate trigger | Yes |    
GRB110709A   |    456939    | 331917876.288 | 2011-07-09T15:24:29.148680 | 2.388948e+02 |  4.091846e+01 |    5.185333e-01    | 7.772849e+01 | 4.432800e+01 | 5.420701e-01 | 2.744400e+01 | 2.291201e-01 |         -239        |         963       | 0.9141 | rate trigger | Yes |    
GRB110625A   |    456073    | 330728915.520 | 2011-06-25T21:08:28.426680 | 2.867457e+02 |  6.757397e+00 |    1.208852e+00    | 2.319758e+01 | 4.250000e+01 | 8.889727e+00 | 1.290800e+01 | 1.256344e+00 |         -240        |         963       | 0.0557 | rate trigger | Yes |    
GRB110610A   |    455155    | 329412099.072 | 2011-06-10T15:21:32.029260 | 3.082119e+02 |  7.482409e+01 |    8.579453e-01    | 3.785961e+01 | 4.944400e+01 | 6.062587e+00 | 2.995600e+01 | 1.063015e+00 |         -239        |         1209       | 0.7109 | rate trigger | Yes |    
GRB110604A   |    454779    | 328891792.689 | 2011-06-04T14:49:47.567760 | N/A |  N/A |    N/A    | N/A | N/A | N/A | N/A | N/A |         -10        |         0       | 0.0000 | ground detected | Yes |   Almost no event data. 
GRB110530A   |    454473    | 328462269.696 | 2011-05-30T15:31:02.689700 | 2.820313e+02 |  6.192774e+01 |    1.974141e+00    | 1.151197e+01 | 5.572800e+01 | 1.253004e+01 | 2.654400e+01 | 1.223323e+01 |         -300        |         962       | 0.9844 | rate trigger | Yes |    
GRB110521A   |    453788    | 327685898.432 | 2011-05-21T15:51:31.455260 | 1.201278e+02 |  4.580806e+01 |    2.217019e+00    | 9.753538e+00 | 9.600000e+01 | 4.904080e+01 | 3.500000e+01 | 4.310452e+01 |         -239        |         963       | 1.0156 | rate trigger | Yes |    
GRB110520A   |    453747    | 327616135.168 | 2011-05-20T20:28:48.193920 | 1.343596e+02 |  5.642109e+01 |    1.194797e+00    | 2.358837e+01 | 2.086400e+01 | 5.367231e+00 | 8.960000e+00 | 1.517219e+00 |         -239        |         963       | 0.6953 | rate trigger | Yes |    
GRB110519A   |    453628    | 327463943.680 | 2011-05-19T02:12:16.711700 | 2.616370e+02 | -2.342625e+01 |    6.926419e-01    | 5.139999e+01 | 2.718400e+01 | 2.980856e+00 | 1.013600e+01 | 6.376959e-01 |         -240        |         962       | 0.5078 | rate trigger | No |    
GRB110503A   |    452685    | 326136952.448 | 2011-05-03T17:35:45.530200 | 1.327995e+02 |  5.221108e+01 |    9.795252e-01    | 3.132948e+01 | 5.870000e+01 | 4.700710e+01 | 3.912000e+00 | 5.405923e-01 |         -179        |         963       | 0.1191 | rate trigger | Yes |    
GRB110422A   |    451901    | 325179722.752 | 2011-04-22T15:41:55.870640 | 1.120547e+02 |  7.510004e+01 |    6.516220e-01    | 5.608397e+01 | 2.578400e+01 | 5.954494e-01 | 1.093200e+01 | 1.997198e-01 |         -410        |         962       | 0.2266 | rate trigger | Yes |    
GRB110420B   |    451794    | 325032138.592 | 2011-04-20T22:42:11.716260 | 3.200453e+02 | -4.127685e+01 |    2.175901e+00    | 1.001790e+01 | 8.399993e-02 | 2.154065e-02 | 3.999990e-02 | 1.649246e-02 |         -240        |         689       | 0.3594 | rate trigger | No |    
GRB110420A   |    451757    | 324990150.912 | 2011-04-20T11:02:24.037860 | 2.163921e+00 | -3.787701e+01 |    8.452077e-01    | 3.867731e+01 | 1.386800e+01 | 1.302564e+00 | 4.728000e+00 | 4.048506e-01 |         -240        |         962       | 0.1504 | rate trigger | Yes |    
GRB110414A   |    451343    | 324459741.376 | 2011-04-14T07:42:14.521920 | 9.787803e+01 |  2.434873e+01 |    1.596330e+00    | 1.559348e+01 | 1.531160e+02 | 6.898580e+01 | 3.113600e+01 | 6.253090e+00 |         -546        |         963       | 0.3008 | rate trigger | Yes |    
GRB110412A   |    451191    | 324286408.000 | 2011-04-12T07:33:21.152460 | 1.334917e+02 |  1.348747e+01 |    1.892684e+00    | 1.222623e+01 | 2.400000e+01 | 4.483256e+00 | 8.960000e+00 | 1.839165e+00 |         -239        |         963       | 0.1895 | image trigger | No |    
GRB110411A   |    451165    | 324243258.688 | 2011-04-11T19:34:11.842080 | 2.914489e+02 |  6.770423e+01 |    7.284253e-01    | 4.783119e+01 | 7.940000e+01 | 5.250351e+00 | 5.154800e+01 | 2.483663e+00 |         -240        |         962       | 0.7188 | rate trigger | Yes |    
GRB110407A   |    450884    | 323878008.000 | 2011-04-07T14:06:41.167860 | 1.860237e+02 |  1.572372e+01 |    1.470004e+00    | 1.754252e+01 | 1.555680e+02 | 2.116662e+01 | 7.163600e+01 | 2.106093e+01 |         -239        |         963       | 0.7734 | image trigger | Yes |    
GRB110402A   |    450545    | 323395984.000 | 2011-04-02T00:12:57.186040 | 1.974297e+02 |  6.124604e+01 |    1.713528e+00    | 1.409251e+01 | 5.620800e+01 | 5.080580e+00 | 3.057600e+01 | 5.554098e+00 |         -239        |         963       | 0.1074 | image trigger | Yes |    
GRB110319B   |  00449578001 | 322256046.368 | 2011-03-19T19:33:59.597 | 3.260621e+02 | -5.677709e+01 |    9.325704e-01    | 3.361144e+01 | 2.847200e+01 | 4.814830e+00 | 1.039600e+01 | 1.267804e+00 |         -45        |         75       | N/A | ground detected during slew | Yes |    
GRB110319A   |    449578    | 322193808.384 | 2011-03-19T02:16:41.615380 | 3.565075e+02 | -6.600835e+01 |    7.973505e-01    | 4.203581e+01 | 2.068000e+01 | 1.604414e+00 | 1.037200e+01 | 4.044750e-01 |         -270        |         1054       | 1.0156 | rate trigger | Yes |    
GRB110318B   |    449549    | 322154836.480 | 2011-03-18T15:27:09.712860 | 2.116926e+02 | -5.156695e+01 |    1.635195e+00    | 1.506673e+01 | 4.788000e+00 | 5.648362e-01 | 2.176000e+00 | 6.642078e-01 |         -239        |         963       | 0.8516 | rate trigger | Yes |    
GRB110318A   |    449542    | 322146866.368 | 2011-03-18T13:14:19.601160 | 3.382912e+02 | -1.527785e+01 |    8.481386e-01    | 3.848652e+01 | 1.596000e+01 | 1.696085e+00 | 4.924000e+00 | 2.952964e-01 |         -119        |         963       | 0.2734 | rate trigger | No |    
GRB110315A   |    449399    | 321926231.296 | 2011-03-15T23:57:04.537480 | 2.792047e+02 |  1.753676e+01 |    1.036592e+00    | 2.889490e+01 | 8.767600e+01 | 1.182677e+01 | 3.258400e+01 | 2.156924e+00 |         -239        |         963       | 0.5703 | rate trigger | Yes |    
GRB110312A   |    449074    | 321645344.000 | 2011-03-12T17:55:37.252060 | 1.575015e+02 | -5.248513e+00 |    2.174691e+00    | 1.002586e+01 | 3.513600e+01 | 7.781077e+00 | 1.467200e+01 | 4.839788e+00 |         -239        |         963       | 0.2656 | image trigger | Yes |    
GRB110305A   |    448229    | 320999887.936 | 2011-03-05T06:38:01.212340 | 2.608751e+02 | -1.579975e+01 |    1.848815e+00    | 1.264276e+01 | 1.200000e+01 | 2.236068e+00 | 6.000000e+00 | 1.000000e+00 |         -240        |         962       | 0.2227 | rate trigger | Yes |    
GRB110223B   |    446677    | 320189154.752 | 2011-02-23T21:25:48.058660 | 1.503180e+02 | -6.831462e+01 |    1.731546e+00    | 1.388347e+01 | 6.144800e+01 | 1.105340e+01 | 2.994400e+01 | 8.653945e+00 |         -240        |         902       | 1.0156 | rate trigger | Yes |    
GRB110223A   |    446674    | 320187425.920 | 2011-02-23T20:56:59.226720 | 3.454772e+02 |  8.758820e+01 |    2.507005e+00    | 8.182700e+00 | 7.000000e+00 | 2.236068e+00 | 4.000000e+00 | 2.000000e+00 |         -240        |         962       | 0.6016 | rate trigger | Yes |    
GRB110213A   |    445414    | 319267056.192 | 2011-02-13T05:17:29.533120 | 4.297253e+01 |  4.928054e+01 |    1.298301e+00    | 2.094853e+01 | 4.800000e+01 | 1.600000e+01 | 1.600000e+01 | 1.600000e+01 |         -239        |         963       | 0.0581 | rate trigger | Yes |    
GRB110212A   |    445321    | 319165755.392 | 2011-02-12T01:09:08.736900 | 6.902434e+01 |  4.371533e+01 |    1.423919e+00    | 1.835919e+01 | 3.700000e+00 | 4.992955e-01 | 1.868000e+00 | 4.256196e-01 |         -239        |         963       | 0.7188 | rate trigger | No |    
GRB110210A   |    445141    | 319024368.000 | 2011-02-10T09:52:41.350180 | 1.307730e+01 |  7.791710e+00 |    3.164353e+00    | 5.867898e+00 | 1.928880e+02 | 4.210384e+01 | 1.019120e+02 | 3.838929e+01 |         -239        |         963       | 0.8359 | image trigger | Yes |    
GRB110208A   |    445038    | 318892252.992 | 2011-02-08T21:10:46.347120 | 2.248710e+01 | -2.056690e+01 |    1.829186e+00    | 1.283702e+01 | 1.598400e+01 | 3.872198e+00 | 6.592000e+00 | 3.288039e+00 |         -240        |         962       | 1.0000 | rate trigger | Yes |    
GRB110207A   |    444912    | 318770246.656 | 2011-02-07T11:17:20.015680 | 1.254284e+01 | -1.079393e+01 |    1.219962e+00    | 2.289638e+01 | 8.258000e+01 | 1.083043e+01 | 2.836800e+01 | 8.390661e+00 |         -436        |         1059       | 1.0000 | rate trigger | No |    
GRB110205A   |    444643    | 318564168.000 | 2011-02-05T02:02:41.367420 | 1.646040e+02 |  6.753191e+01 |    2.192799e+00    | 9.907802e+00 | 2.494160e+02 | 1.503472e+01 | 1.034280e+02 | 6.254247e+00 |         -239        |         963       | 0.2930 | image trigger | Yes |    
GRB110201A   |    444230    | 318245715.520 | 2011-02-01T09:35:08.899340 | 1.375019e+02 |  8.861062e+01 |    1.331317e+00    | 2.021032e+01 | 1.409200e+01 | 2.195577e+00 | 6.260000e+00 | 7.556189e-01 |         -240        |         963       | 0.9766 | rate trigger | Yes |    
GRB110128A   |    443861    | 317871879.616 | 2011-01-28T01:44:33.009360 | 1.938758e+02 |  2.809830e+01 |    1.834774e+00    | 1.278121e+01 | 1.415200e+01 | 2.489704e+00 | 7.036000e+00 | 2.078600e+00 |         -240        |         1225       | 0.3750 | rate trigger | Yes |    
GRB110119A   |    442978    | 317168464.960 | 2011-01-19T22:20:58.379640 | 3.485833e+02 |  5.986199e+00 |    1.411459e+00    | 1.859116e+01 | 2.139280e+02 | 1.021124e+01 | 1.300320e+02 | 2.034029e+01 |         -833        |         842       | 1.0000 | rate trigger | Yes |    
GRB110112A   |    442039    | 316498345.024 | 2011-01-12T04:12:18.468660 | 3.299315e+02 |  2.647188e+01 |    2.626823e+00    | 7.654758e+00 | 5.240000e-01 | 1.471870e-01 | 2.200000e-01 | 1.720465e-01 |         -239        |         992       | 0.8672 | rate trigger | Yes |    
GRB110107A   |  00090978002 | 316127689.000 | 2011-01-07T21:14:42.458 | 2.999013e+02 |  4.188987e+01 |    6.341889e-01    | 5.830691e+01 | 7.700000e+01 | 3.605551e+00 | 4.600000e+01 | 7.280110e+00 |         -29        |         91       | N/A | ground detected during slew | Yes |    
GRB110106B   |    441676    | 316041983.552 | 2011-01-06T21:26:17.013580 | 1.341643e+02 |  4.700959e+01 |    1.229711e+00    | 2.263748e+01 | 4.342400e+01 | 1.659487e+01 | 1.484800e+01 | 1.321914e+00 |         -240        |         963       | 0.3750 | rate trigger | Yes |    
GRB110106A   |    441664    | 316020322.752 | 2011-01-06T15:25:16.214380 | 7.928881e+01 |  6.419127e+01 |    2.206241e+00    | 9.821674e+00 | 3.000000e+00 | 1.414214e+00 | 1.000000e+00 | 1.000000e+00 |         -609        |         962       | 0.3438 | rate trigger | Yes |    
GRB110102A   |    441454    | 315687152.000 | 2011-01-02T18:52:25.474700 | 2.458788e+02 |  7.613424e+00 |    1.836554e+00    | 1.276351e+01 | 2.659160e+02 | 6.702153e+00 | 8.119600e+01 | 2.318903e+00 |         -239        |         963       | 0.6641 | image trigger | Yes |    
GRB101225A   |    441015    | 314995072.000 | 2010-12-25T18:37:45.500280 | 2.341790e-01 |  4.460160e+01 |    3.281718e+00    | 5.570416e+00 | N/A | N/A | N/A | N/A |         -179        |         1366       | 0.8594 | image trigger | Yes |    
GRB101224A   |    440955    | 314861240.256 | 2010-12-24T05:27:13.761240 | 2.859395e+02 |  4.570611e+01 |    2.097182e+00    | 1.055938e+01 | 2.440000e-01 | 4.252059e-02 | 1.360000e-01 | 3.394111e-02 |         -239        |         963       | 0.5391 | rate trigger | Yes |    
GRB101219B   |    440635    | 314468880.000 | 2010-12-19T16:27:53.519740 | 1.225690e+01 | -3.453190e+01 |    2.194196e+00    | 9.900082e+00 | 4.185600e+01 | 5.839452e+00 | 2.464000e+01 | 9.948038e+00 |         -239        |         963       | 0.0723 | image trigger | Yes |    
GRB101219A   |    440606    | 314418696.236 | 2010-12-19T02:31:29.757600 | 7.458701e+01 | -2.526716e+00 |    9.717250e-01    | 3.168937e+01 | 8.279999e-01 | 1.803996e-01 | 4.119999e-01 | 3.046310e-02 |         -239        |         1138       | 0.9453 | rate trigger | Yes |    
GRB101213A   |    440285    | 313930169.536 | 2010-12-13T10:49:23.075680 | 2.412976e+02 |  2.190610e+01 |    1.060938e+00    | 2.795235e+01 | 1.311200e+02 | 4.195895e+01 | 3.401600e+01 | 4.859603e+00 |         -240        |         963       | 0.3164 | rate trigger | Yes |    
GRB101204A   |    439806    | 313199601.600 | 2010-12-04T23:53:15.167 | 1.675500e+02 | -2.043350e+01 |    2.439557e+00    | 8.508909e+00 | 2.720000e+01 | 2.262742e+00 | 1.440000e+01 | 1.600000e+00 |         10        |         21       | 0.0371 | ground detected | Yes |    
GRB101201A   |    439596    | 312890516.800 | 2010-12-01T10:01:50.378 | 1.954614e+00 | -1.619580e+01 |    2.172200e+00    | 1.004361e+01 | 6.080000e+01 | 1.600000e+00 | 3.360000e+01 | 1.600000e+00 |         23        |         33       | 0.0342 | ground detected | Yes |    
GRB101129A   |    439471    | 312737978.064 | 2010-11-29T15:39:31.648 | 1.559210e+02 | -1.764500e+01 |    3.093823e+00    | 6.059927e+00 | 3.840000e-01 | N/A | 1.280000e-01 | N/A |         -2        |         8       | 0.1240 | ground detected | No |    Tentative detection.
GRB101117B   |    438675    | 311714010.304 | 2010-11-17T19:13:23.925160 | 1.729899e+02 | -7.265191e+01 |    1.026876e+00    | 2.928626e+01 | 5.172000e+00 | 1.691584e+00 | 1.892000e+00 | 1.612451e-01 |         -674        |         963       | 0.4648 | rate trigger | Yes |    
GRB101114A   |    438392    | 311387577.600 | 2010-11-14T00:32:51.233 | 3.031894e+02 |  1.403648e+01 |    1.747637e+00    | 1.370302e+01 | 8.000000e+00 | 1.600000e+00 | 4.800000e+00 | 1.600000e+00 |         -1        |         4       | 0.3047 | ground detected | Yes |    
GRB101030A   |    437408    | 310146996.224 | 2010-10-30T15:56:29.902620 | 1.663867e+02 | -1.638315e+01 |    1.004432e+00    | 3.022557e+01 | 9.867200e+01 | 7.122446e+00 | 6.638400e+01 | 1.815423e+00 |         -620        |         963       | 0.9609 | rate trigger | Yes |    
GRB101024A   |    437016    | 309613176.128 | 2010-10-24T11:39:29.826060 | 6.647595e+01 | -7.725672e+01 |    8.222500e-01    | 4.022920e+01 | 1.869200e+01 | 5.153795e-01 | 8.832000e+00 | 4.801677e+00 |         -239        |         963       | 0.7656 | rate trigger | Yes |    
GRB101023A   |    436981    | 309567018.688 | 2010-10-23T22:50:12.387740 | 3.179481e+02 | -6.538923e+01 |    1.357939e+00    | 1.964669e+01 | 8.082400e+01 | 2.112837e+00 | 1.510000e+01 | 1.078080e+00 |         -240        |         962       | 0.1104 | rate trigger | Yes |    
GRB101020A   |    436737    | 309310848.000 | 2010-10-20T23:40:41.709060 | 1.895764e+02 |  2.318287e+01 |    1.772440e+00    | 1.342815e+01 | 1.723360e+02 | 2.929580e+01 | 7.233600e+01 | 1.841508e+01 |         -239        |         483       | 0.4297 | image trigger | No |    
GRB101017A   |    436429    | 309004373.696 | 2010-10-17T10:32:47.416220 | 2.913767e+02 | -3.514043e+01 |    5.312483e-01    | 7.508452e+01 | 7.223200e+01 | 3.660016e+00 | 2.044800e+01 | 5.170068e-01 |         -240        |         962       | 0.4375 | rate trigger | Yes |    
GRB101011A   |    436094    | 308509121.600 | 2010-10-11T16:58:35.338240 | 4.828528e+01 | -6.598996e+01 |    1.247354e+00    | 2.218146e+01 | 7.089200e+01 | 1.864360e+01 | 2.890800e+01 | 5.090166e+00 |         -479        |         962       | 0.8750 | rate trigger | Yes |    
GRB101008A   |    435903    | 308249001.472 | 2010-10-08T16:43:15.219700 | 3.288806e+02 |  3.706087e+01 |    2.178156e+00    | 1.000309e+01 | 1.035040e+02 | 3.404068e+01 | 4.420800e+01 | 2.144342e+01 |         -248        |         963       | 0.5859 | rate trigger | Yes |    
GRB100928A   |    435160    | 307333198.976 | 2010-09-28T02:19:52.757060 | 2.230407e+02 | -2.854412e+01 |    2.235325e+00    | 9.639630e+00 | 4.160000e+00 | 1.016094e+00 | 1.920000e+00 | 7.540822e-01 |         -240        |         1263       | 0.1523 | rate trigger | No |    
GRB100924A   |    434843    | 306993495.104 | 2010-09-24T03:58:08.897460 | 6.693134e-01 |  7.007276e+00 |    8.449145e-01    | 3.869649e+01 | 7.194800e+01 | 4.009638e+00 | 2.047200e+01 | 1.385756e+00 |         -239        |         963       | 0.2500 | rate trigger | No |    
GRB100917A   |    434360    | 306392611.968 | 2010-09-17T05:03:25.783360 | 2.892450e+02 | -1.711452e+01 |    2.029412e+00    | 1.106670e+01 | 6.381600e+01 | 2.155596e+01 | 1.909600e+01 | 8.080338e+00 |         -246        |         962       | 0.6250 | rate trigger | No |    
GRB100915A   |    434178    | 306207072.000 | 2010-09-15T01:31:05.822060 | 3.156690e+02 |  6.568314e+01 |    1.960836e+00    | 1.162372e+01 | 1.991960e+02 | 2.618867e+01 | 7.470000e+01 | 4.473189e+01 |         -802        |         963       | 0.5469 | image trigger | Yes |    
GRB100906A   |    433509    | 305473773.568 | 2010-09-06T13:49:27.416480 | 2.869759e+01 |  5.563402e+01 |    5.428359e-01    | 7.280535e+01 | 1.146320e+02 | 1.455676e+00 | 6.088400e+01 | 9.626514e+00 |         -240        |         962       | 0.4688 | rate trigger | Yes |    
GRB100905A   |    433442    | 305392100.864 | 2010-09-05T15:08:14.715440 | 3.154087e+01 |  1.492020e+01 |    1.711128e+00    | 1.412074e+01 | 3.396000e+00 | 5.036983e-01 | 1.592000e+00 | 4.803374e-01 |         -240        |         962       | 1.0156 | rate trigger | Yes |    
GRB100904A   |    433273    | 305256829.952 | 2010-09-04T01:33:43.808300 | 1.729007e+02 | -1.619472e+01 |    1.545582e+00    | 1.633002e+01 | 3.124800e+01 | 5.963092e+00 | 1.158400e+01 | 3.786561e+00 |         -619        |         962       | 0.3086 | rate trigger | No |    
GRB100902A   |    433160    | 305148720.000 | 2010-09-02T19:31:53.860200 | 4.862507e+01 |  3.096962e+01 |    1.297556e+00    | 2.096570e+01 | 4.288280e+02 | 4.727381e+01 | 7.515600e+01 | 1.342492e+01 |         -287        |         963       | 0.7266 | image trigger | Yes |    
GRB100901A   |    433065    | 305040856.512 | 2010-09-01T13:34:10.376100 | 2.724470e+01 |  2.274430e+01 |    2.364296e+00    | 8.898469e+00 | 4.366560e+02 | 2.178751e+01 | 1.981560e+02 | 1.926546e+02 |         -240        |         963       | 0.4023 | rate trigger | Yes |    
GRB100823A   |    432420    | 304277141.824 | 2010-08-23T17:25:35.715620 | 2.070477e+01 |  5.847324e+00 |    1.412834e+00    | 1.856533e+01 | 1.773600e+01 | 3.101682e+00 | 7.952000e+00 | 1.629416e+00 |         -445        |         1146       | 0.9297 | rate trigger | Yes |    
GRB100816A   |    431764    | 303611877.440 | 2010-08-16T00:37:51.355600 | 3.517377e+02 |  2.656794e+01 |    7.867575e-01    | 4.284668e+01 | 2.884000e+00 | 6.251399e-01 | 1.024000e+00 | 6.881861e-02 |         -239        |         843       | 0.3398 | rate trigger | Yes |    
GRB100814A   |    431605    | 303450617.344 | 2010-08-14T03:50:11.265420 | 2.247919e+01 | -1.799082e+01 |    5.424740e-01    | 7.287474e+01 | 1.772640e+02 | 1.080321e+01 | 9.501200e+01 | 5.526511e+00 |         -663        |         963       | 0.9062 | rate trigger | Yes |    
GRB100807A   |    431128    | 302865199.680 | 2010-08-07T09:13:13.622520 | 5.529951e+01 |  6.766487e+01 |    1.809386e+00    | 1.303817e+01 | 7.744000e+00 | 1.438221e+00 | 2.752000e+00 | 1.117712e+00 |         -240        |         962       | 0.3711 | rate trigger | Yes |    
GRB100805A   |    430957    | 302674368.320 | 2010-08-05T04:12:42.269380 | 2.998453e+02 |  5.261785e+01 |    2.044862e+00    | 1.094744e+01 | 1.673600e+01 | 3.068941e+00 | 8.728000e+00 | 1.884985e+00 |         -239        |         1141       | 0.3906 | rate trigger | Yes |    
GRB100802A   |    430603    | 302420742.208 | 2010-08-02T05:45:36.166420 | 2.479606e+00 |  4.775424e+01 |    1.068593e+00    | 2.766675e+01 | 4.873400e+02 | 2.641849e+01 | 3.559880e+02 | 3.313351e+01 |         -239        |         963       | 0.8438 | rate trigger | Yes |    
GRB100728B   |    430172    | 302005921.856 | 2010-07-28T10:31:55.829200 | 4.405097e+01 |  2.962904e-01 |    1.484386e+00    | 1.730021e+01 | 1.208000e+01 | 2.736327e+00 | 4.240000e+00 | 1.327156e+00 |         -240        |         962       | 0.1133 | rate trigger | Yes |    
